Price_per_perch,Road,City,School,Hospital,Bus,Train,Market
5.369583103,822,2418.528339,6068.992136,3406.546695,4423.405773,9772.185127,2984.664308
8.469995082,294,1758.882296,1527.786528,1442.508522,1569.090556,2989.641615,1799.913163
9.788229274,140,1136.02766,1287.497138,1375.366752,2329.83929,1497.922062,3438.828416
6.205906655,366,1246.659781,5031.964796,5453.691154,4318.584745,10500.07698,2839.280523
6.60478679,274,1572.537775,5341.923532,5783.292718,4898.369623,11060.82269,3496.392918
9.361843753,181,703.3702142,4358.254856,3163.893948,2703.041248,8516.924462,1252.093134
7.024297057,750,1039.248508,4003.285626,3932.643724,2702.249152,8828.276482,1131.952464
9.386661681,228,236.0417765,2236.00148,1730.593807,1809.306752,4098.715118,824.4188713
10.03637526,260,479.6639985,1557.979509,1839.573266,1795.046403,7112.365586,942.0392065
8.866090067,190,1766.76253,3624.211896,603.4963604,3185.167053,4038.163092,1625.454014
8.996915218,332,997.2469857,1599.112711,1355.656819,1665.223471,5768.080286,954.2823965
9.913510179,170,990.9278476,1912.820934,1726.54294,1331.067491,4976.909342,985.8392629
6.618037791,310,1397.841378,2159.907284,2549.573156,2424.520505,8070.51972,1776.936863
9.508027214,539,520.1254896,3300.00877,3582.353044,1722.552648,7825.900422,188.7434039
5.327830903,500,4153.05321,7136.49895,1039.483684,4981.297609,6891.67306,4736.930748
11.69613021,160,204.9066038,2310.581897,2395.5736,171.7750492,6117.529209,287.1096924
5.988803342,1000,3819.530613,7277.690249,1343.311611,5146.652794,8112.803104,4487.691607
8.045445565,323,1481.056889,2340.394854,2780.727526,2428.200615,8280.672052,1888.440385
8.931492219,120,944.5245527,1494.705493,1767.096566,962.736426,6711.794494,642.7636162
9.049952103,390,1094.735075,3218.958092,3569.236922,2088.448704,8268.925654,669.7546372
8.568261855,126,1483.611454,5128.260926,5577.125294,4864.498156,10986.56518,3546.793423
5.382478911,423,5917.428219,9347.487927,3202.718397,7199.964693,9095.17391,6589.162465
9.194950443,350,915.7929886,3659.247454,3966.584148,2378.933032,8529.164225,822.233419
6.565056835,737,1467.943652,4412.871567,4159.238304,3197.15734,9324.709794,1628.512492
9.801817455,150,339.5012362,3524.946695,3949.233267,3042.666198,9171.980093,1824.48266
10.46097939,111,349.7665934,1405.350788,1686.933384,1641.55451,7016.161075,795.124455
8.391550856,550,872.4548185,1037.456609,805.930496,1082.980282,5829.604525,553.5773795
6.28492587,550,3986.955193,7261.638099,1097.322217,5107.271658,7606.087811,4625.210234
9.222660109,220,416.792899,1001.152679,810.771078,583.7752183,5493.806315,633.6212037
9.324341197,300,314.797166,1882.083788,1133.991242,1656.426107,4516.971444,503.2563156
8.755144018,230,1250.833074,4147.795375,4277.44263,3013.858804,9170.555452,1463.792598
8.758808077,100,1383.549678,1922.442236,1514.258914,1809.717208,3517.209096,1260.557941
5.716364554,417,4217.526919,7167.559335,1103.598019,5028.722431,6863.831291,4798.65263
5.30914951,370,5435.356855,8374.135775,2416.435103,6438.159606,7868.227414,6064.708491
4.570153362,979,5937.028949,8131.65225,2835.322118,6750.789726,7485.176629,6534.904063
9.404267686,500,1061.997345,2332.959535,2212.086661,1097.673443,5084.201934,1157.941656
6.902611491,382,936.0409885,2361.86875,1258.204564,1807.478018,1657.355525,2763.593316
9.613378602,340,632.9082371,1383.285083,1741.674161,1641.731171,7290.379478,954.0840812
7.369884784,331,1739.075093,3433.406534,3236.014796,2253.824208,4128.148697,2307.47751
9.614451653,220,891.7705291,2544.542213,917.2607699,2051.791656,1388.481837,3058.967927
11.59561607,578,553.8005016,2375.895763,1793.608391,1967.213291,3939.318044,1011.453163
8.222759367,350,1509.594998,1160.008072,1797.892206,1648.963338,1714.979503,3040.813094
8.415989193,350,843.1047597,3397.017126,3728.799719,2097.375211,8257.636979,560.5412351
8.49324914,220,632.4005675,3187.850524,3615.581718,2824.27585,8908.739392,1750.982127
7.604679373,250,1732.586064,1555.940905,2003.230948,1759.020608,7644.029226,1778.995278
6.194199733,350,1889.298469,1801.824481,2137.812789,3494.60365,2521.949465,3125.072802
7.892824359,171,1292.798026,2596.322849,3044.647543,2748.731911,8600.330216,2101.739045
8.732172584,183,525.7675276,2042.032221,2376.927622,3610.371679,2587.177664,1893.037584
9.180008398,320,784.5888643,3727.068944,3818.488046,2361.99033,8488.672551,790.920113
8.014984178,311,1652.550461,1970.706052,2416.558509,2228.153225,8227.877524,1867.924886
9.053108203,213,1700.151647,1829.932736,2234.92415,4294.908327,2265.921093,3966.312336
9.314855072,290,961.4351357,2607.197554,989.3700339,2107.629367,1462.953509,3035.189621
7.469905898,405,2014.112495,2100.179692,2497.285712,3936.232056,2627.460551,3679.888936
7.891870421,695,1232.828677,4246.922622,3985.73518,2962.230209,9078.550478,1390.813926
11.69668982,110,528.228828,2402.854085,2578.601089,477.3387092,6634.724893,239.1645866
6.694843845,550,1491.604116,2480.656198,2749.187247,3157.827192,3025.258813,2268.496509
10.22936581,173,828.917642,2516.605192,855.0042244,2032.624931,1327.84357,3049.801091
6.852332073,487,1825.47141,1746.621598,2128.308992,2053.632243,2410.996824,2516.288714
8.320965026,160,1395.735121,1960.210527,1579.3284,1864.208298,3530.514802,1283.147377
7.361687695,560,964.3346232,2348.578813,966.9512075,1833.632652,1395.685951,3036.374226
7.847769937,415,1470.056831,2241.779448,2631.224559,2506.407362,8139.616518,1854.944476
5.800118957,500,5066.563041,8404.771108,2231.777809,6250.889424,8275.038304,5722.495985
6.62723782,950,3578.373954,6297.66776,747.7635588,4155.720129,6246.036149,4062.005898
10.15861517,400,795.6158628,1607.159564,1852.276674,811.1527581,6649.13109,555.77634
8.178332741,270,1499.466654,5166.901451,5614.884502,4877.837615,11006.99944,3546.988999
9.937091617,225,151.0194887,2157.025934,1678.450968,1726.466249,4191.834723,740.9551192
11.07523631,140,404.8119844,2047.200171,1504.537123,1631.018097,4269.196577,665.2460064
11.32680055,159,276.0714935,1454.933233,1643.049144,1655.574468,6706.09832,721.7568661
6.347613009,524,5211.539993,7945.380787,2131.822917,6114.226328,7452.036118,5821.265856
7.677794302,352,1564.091844,1488.6752,1837.834208,3474.998234,2247.830497,3414.434243
8.785712466,350,768.3359419,1463.159029,1839.0218,1725.244087,7423.575573,1079.241654
9.779868809,307,1059.86698,1210.437627,1297.138528,2370.445806,1428.401129,3514.055308
7.714710617,350,1154.31002,1422.7256,1437.665706,1957.773937,1402.429362,3397.893414
7.480565518,450,1350.540281,4454.206359,3963.63923,3146.141588,9242.142543,1574.568138
7.782142627,1037,1037.96031,1636.287784,1937.077262,1045.541535,6907.588302,821.4873094
8.649813534,200,968.7256399,1620.822273,1402.292225,1695.838,5819.71828,956.2236154
9.833374483,165,853.5275031,1778.584831,1137.818511,1406.615354,4570.8901,629.808396
9.214650665,190,1570.824427,3292.644014,233.9341286,2750.722296,3665.82973,1329.687074
5.977212467,260,1589.779456,2245.414317,2656.236558,2510.962774,8265.465997,1935.390888
7.497783325,550,1196.511018,4169.675806,3998.142734,2895.215322,9018.961248,1324.87316
10.58171961,151,554.0545534,1617.387927,1907.017661,1857.410487,7183.077589,1013.847345
9.040990944,507,685.1396337,519.238021,953.7740047,707.7229808,6685.937898,731.6480761
6.986277224,240,1186.229829,3429.096267,3886.100629,3656.968416,9555.265575,2873.121008
6.063460084,450,1745.936822,1088.410399,1753.482508,1516.81337,1946.567018,2804.292385
6.394658874,500,3950.238864,7068.461074,881.7130376,4909.538349,7171.46633,4558.311513
7.407650666,270,1738.932682,3537.662515,3992.387453,3783.805821,9780.089169,3395.313734
8.159454364,500,983.100929,2390.123848,1193.800953,1844.933883,1606.291717,2852.398216
9.316476459,400,931.4438829,749.1429626,1203.099564,971.4034954,6973.413838,977.3091249
10.76971204,255,107.9278715,3796.898386,4224.335763,3309.09236,9449.157798,2034.520313
12.35452758,150,218.5192932,2052.133902,1678.840891,1613.128371,4389.335228,675.511125
6.526092908,826,3859.093372,7298.815504,1325.477965,5164.041352,8067.148728,4524.606093
11.62860643,148,420.2854836,1927.076919,1181.386289,1669.463547,4468.111807,558.6722638
11.88887848,303,1290.528118,2601.187688,678.0035145,2044.738836,2987.25583,1277.476627
10.05364548,190,1435.754511,2182.330027,1036.33414,1630.477976,2690.123495,1283.443745
8.560160368,300,1432.001232,1283.296203,1688.109612,1428.72337,7156.62802,1271.198897
9.816336949,297,637.9445061,4354.130589,3034.267564,2644.584343,8392.09443,1242.853462
10.01018034,328,1944.752607,3523.159397,713.8696754,3336.441726,4218.602509,1658.366405
6.082028458,348,1598.683026,2290.841866,2696.344422,2556.404843,8274.640673,1958.223158
6.602944605,729,2627.873278,6370.470999,2997.090737,4590.733458,9579.478501,3259.511366
7.280946448,241,1167.35108,4424.891261,4537.146521,3384.754093,9548.740266,1843.701043
7.28066574,425,1262.692542,2605.469729,3051.888149,2713.302442,8585.498359,2047.150464
6.034940544,350,1473.029632,5282.676619,5715.902371,4706.945635,10883.8378,3260.799227
8.321551302,180,860.982018,2971.829587,3057.321332,813.6271602,6285.531831,722.2415866
8.39011793,110,1198.31971,4869.80532,3103.426322,3205.064747,8846.698,1767.730695
7.1495996,341,1105.329161,2450.001569,2597.377558,2655.213729,3094.93844,1855.130544
9.873027699,515,506.9933271,1979.853943,1307.57797,1874.061568,4641.926912,650.8388172
9.097165752,220,630.1260954,4288.110152,3164.804281,2628.545695,8460.121141,1180.313631
9.005916887,493,354.7294612,3903.426533,2778.838508,1999.579062,7654.270828,947.0294384
10.61383735,270,567.60285,530.0987205,655.9073299,677.1791218,6256.99158,269.3442333
8.956833838,400,867.8814581,769.5766991,1092.839803,833.960823,6530.520221,908.7082286
8.66446779,190,888.8334211,2311.456858,1695.970426,2097.071728,3745.405579,768.2216731
9.914185528,528,1010.26525,2279.236431,2165.868477,1047.53163,5134.083081,1095.315633
6.417995916,1400,1131.902019,1559.042295,1080.6202,1539.008161,5319.289723,1131.241293
6.760617097,220,1356.962905,2087.845302,2481.964097,2352.821177,8032.779284,1722.863048
9.766552103,140,440.8758245,1150.030593,855.3882657,711.0118359,5249.223659,361.824993
5.704416177,485,3313.867802,7116.097143,7062.830712,6490.760937,12671.27329,4981.497318
6.519176076,1300,834.992501,3401.211815,3796.708765,2616.928604,8787.866365,1295.365451
8.33744347,270,1626.227774,2126.754132,2557.200784,2390.207435,8275.266459,1913.330917
11.55257768,150,1101.343145,2851.201889,496.2719067,2374.575734,3594.273691,621.9394224
9.533367595,247,1030.767176,4649.337381,3228.185505,3029.484306,8796.899594,1557.247384
9.758504797,120,706.8145208,3705.040676,3754.604544,2301.784141,8419.426825,729.9256506
9.931743735,170,670.1386178,1896.544425,1856.484214,722.181413,5530.24861,617.8249923
10.46066376,159,508.8303831,2269.977883,2363.251745,3490.740964,2814.005676,2117.725214
7.171772081,379,1121.288692,4296.725004,3815.396994,2929.467567,9014.027384,1360.338604
7.348458614,829,1009.817934,3923.173827,3946.660955,2631.17687,8764.29488,1062.909687
9.590473116,268,478.4472304,3864.184179,3462.549369,2310.679976,8355.354479,780.4665898
8.780385466,420,352.3145865,3924.763515,4367.25198,3660.405358,9751.107607,2466.052561
9.928506785,110,1006.765052,1878.636227,2235.912158,2137.909831,7672.199704,1412.759338
6.36901949,500,1494.086728,1612.03475,1728.465135,2274.898143,1851.82406,3080.390724
7.430811583,650,535.8358306,1764.976986,1086.449113,1654.107134,4798.496239,734.5104889
8.134674423,450,1250.762976,5055.385034,5481.740274,4400.375053,10580.59646,2938.568172
8.938374154,606,922.0926889,2261.012404,1201.163581,2199.165608,4680.011188,987.7639057
8.673146134,181,1119.278158,1703.212315,2110.953225,1968.768237,7769.010105,1412.429125
7.976640707,672,1777.039835,5531.994457,2199.709859,3613.372508,8510.282154,2463.428206
11.42208017,180,805.2812688,1289.258853,1181.02639,920.1517141,5490.401863,766.958045
9.139160587,130,950.8731727,2627.510661,1215.55251,2094.166429,1670.288488,3071.670588
9.200862583,250,609.5234169,1314.836507,1676.368353,1573.771548,7249.813546,902.6317148
7.918819542,450,998.5682856,4123.063568,3811.198066,2758.296903,8856.520782,1187.413252
11.63538655,120,134.0405628,2057.362935,1627.444085,1621.607264,4324.286405,647.2523451
12.87625785,240,407.9967351,1067.708192,550.5922103,686.3521862,5251.347914,456.7881052
7.746468671,1000,1079.307547,4507.252702,2034.696158,2457.462016,7424.981853,1689.111499
10.74655235,100,605.3389182,1766.679423,1213.809694,1358.632226,4548.059739,436.6826885
9.530123145,350,494.7306756,3296.730298,3529.31997,1678.367094,7767.934153,196.8470827
11.43590665,220,151.0593533,1292.85918,1471.798506,1487.956067,6605.843182,551.3754447
7.520806562,644,1184.131302,4101.20617,4028.223684,2845.240444,8977.691127,1277.344558
8.805587449,170,1638.082802,4812.473723,4011.515151,3494.872459,9536.994495,1925.823626
9.137016394,328,1144.279736,1927.487674,2306.688047,2190.687234,7819.220792,1521.690004
9.793637857,257,799.7433488,1379.131449,699.9349223,1050.796999,5008.791946,622.2095082
7.180210617,350,1888.040427,1253.860279,1788.980256,1620.711769,2124.86571,2674.00517
11.22706386,450,512.5532537,3590.332105,2908.940353,1645.956042,7402.006467,806.474854
10.11600054,290,499.3823529,734.0122624,1129.300787,3884.090869,1413.052457,4581.221842
4.411077833,589,6258.28815,8876.610016,3235.360394,7244.95305,8236.304298,6889.338548
11.84888917,400,626.9842461,594.4112715,927.6759909,839.2744319,6649.329718,374.5956246
9.841638118,398,293.6506583,3913.411475,3244.935709,2251.154463,8206.407884,802.1818305
10.4858127,140,809.3815424,1100.407938,1105.357617,810.9836215,5806.953609,601.2973155
9.308951375,300,447.4434209,576.6910832,270.2601525,502.0577398,5858.898496,408.474565
6.406734924,213,1460.230455,2919.832461,2732.355193,1707.126994,4542.478303,1836.279691
9.643035895,182,1155.36476,1695.109441,2109.272103,1960.634653,7793.565769,1432.098616
9.501499334,251,745.4370259,1400.074921,1779.174454,1662.58702,7385.944481,1033.367636
11.65769454,160,1106.41832,2788.263535,536.1996428,2312.310474,3541.263166,610.3526807
6.575468228,476,2171.741326,2384.776244,2736.745297,3305.17416,3134.083811,2908.73033
8.457864595,190,1370.719694,2051.746001,2454.102797,2317.201338,8046.09063,1717.914093
8.136226403,630,1023.44642,3022.948025,3355.283359,1807.916016,7988.144971,452.3696792
9.039760462,550,880.1642792,1146.349966,1540.764379,4214.687787,1414.00891,4603.859641
11.15030481,368,369.0243894,2065.925589,1319.318849,1810.273642,4328.772032,454.4898925
7.191885175,400,1499.511378,1994.515336,2237.40402,2237.14186,2722.05903,2199.378349
8.136742183,350,880.4438565,2719.593252,2587.239523,2634.416181,3345.657006,1653.285179
8.88960941,658,891.4497475,2513.266011,913.6636668,2018.369606,1380.342706,3094.213325
6.754255221,350,1644.718532,5342.95101,5789.847701,5013.380306,11154.82957,3655.447357
9.053489154,238,1102.365869,1194.273386,1470.273995,1133.456159,6586.834833,660.37938
7.393322612,450,2605.383026,6053.648001,894.5738675,3938.013576,7659.943073,3262.269913
8.894190026,150,1189.694604,2947.713003,3334.761964,2193.770928,8344.406369,1061.951077
10.9140325,444,275.6916449,1363.655922,1631.364121,1594.701625,6940.755793,730.6363336
5.898377496,618,1648.304028,2274.359999,2690.386727,2539.694156,8322.516542,1984.692741
5.523896199,500,1551.771774,2280.37077,2679.063534,2545.703333,8225.742851,1923.328433
8.287988535,515,637.9755097,3406.817559,3815.756725,2762.284997,8916.251169,1500.940897
8.974950855,234,865.8836145,714.7515199,1126.845396,870.7584833,6760.820082,911.8248035
9.619957891,136,369.8528568,4134.276273,2946.171472,2360.877815,8105.472907,1039.265902
10.11547456,256,791.1782343,2187.099569,1472.62428,1861.95813,4274.867076,818.8217239
10.72346716,250,581.7389742,447.3822481,830.700468,3359.902529,1320.052126,4268.038025
10.70836064,318,245.3701944,981.0602908,631.8505584,550.0256661,5352.038665,436.0362998
8.487229433,245,1094.968573,3126.688079,3117.552862,1037.342375,6789.222141,839.454817
9.474677192,355,257.999983,3926.527913,2856.041389,2068.110991,7782.272019,911.0992607
8.682200408,460,1572.1306,3011.716966,189.4109533,2478.817107,3475.391845,1118.052401
9.365537148,441,1595.460222,3189.661076,134.7290117,2653.614864,3611.644478,1220.64531
5.357980951,236,2133.141147,2048.049363,2380.998576,3571.518106,2755.530744,2939.14056
7.867791695,593,897.1708505,2376.99235,2281.711583,2451.41943,3435.026507,1505.722401
8.662376546,613,1166.293319,1796.661233,2120.47239,1164.63269,7111.637621,1018.354621
11.48621998,164,1467.207996,2409.288579,785.8146886,1868.937595,2931.801896,1134.915368
12.59798101,146,503.5199223,1066.232861,2661.965302,4223.51932,1616.456152,958.2754052
8.90625794,313,1301.312621,4133.659095,4217.638245,2970.868379,9122.74833,1415.687233
10.10149586,556,1216.221135,3442.929452,3807.262359,2375.623263,8555.830637,921.0148237
10.69628921,300,139.6997663,3790.707543,3211.694987,2089.394725,8050.111531,685.7707294
8.848061442,530,1046.775545,919.2402187,1290.876299,1029.844622,6763.61205,1055.558474
10.51389704,150,464.3000675,1568.701722,1839.914869,1802.260847,7078.082936,935.0122113
8.076462454,350,1747.187565,1570.397101,2017.871441,1773.79274,7658.583477,1793.590988
10.10227373,485,336.0466436,3853.445542,3338.208272,2231.807623,8242.352077,745.9551691
10.0902764,160,461.5294513,1157.238466,878.4263225,719.5449703,5262.777771,393.8353638
10.48839313,423,565.5617999,1597.535728,1897.536835,1840.799166,7212.205417,1014.066668
12.57210383,100,560.9774368,1010.900467,2728.470442,4299.089649,1561.413523,879.6787359
7.135018928,400,929.342624,4559.225742,4967.622213,3736.330593,9917.279965,2247.374473
8.231531164,172,1472.746305,1647.060624,1724.675588,2117.695438,1799.026541,3121.897005
6.197430668,465,1930.47183,1852.732002,2192.982653,3550.585708,2581.92514,3116.500182
8.572624834,140,1749.517677,1869.009499,2272.681604,4230.047288,2330.433952,3908.917802
8.437833669,381,970.7875875,2336.971954,1225.743561,1785.354408,1623.047589,2775.1556
6.407425376,500,1169.762352,2415.207887,2588.64554,2633.2189,3031.282328,1919.975284
8.961119665,458,895.5735822,1641.412318,2017.33209,1903.788918,7568.171543,1242.581035
7.379523289,480,912.392887,4580.443377,4991.715651,3786.942362,9968.370365,2305.998145
8.201865388,540,559.1785116,1624.691248,2056.471444,3527.044778,2145.817206,1666.838943
8.734735446,400,1485.259731,2486.09764,2939.801141,2701.911961,8573.886825,2281.751706
8.339813391,450,601.481964,418.8104566,873.0424093,646.7290899,6677.674677,647.1781169
8.929744612,475,546.5167046,357.6119221,814.6200225,607.78807,6656.705135,590.2840436
9.049204457,170,1521.427009,2159.231749,2519.646355,1506.80564,7556.500074,1116.601354
5.230549054,450,5967.200892,9404.149145,3262.719991,7257.353749,9153.850076,6639.916555
8.500277888,115,1247.195562,1425.079527,1832.598052,4214.017751,1828.850635,4261.764306
9.384501541,341,516.2106364,560.8160397,630.8628795,334.2307118,6011.189951,537.3249994
10.23860732,250,113.4901119,831.5954742,530.9877472,393.9639288,5516.066108,595.9617519
9.549300046,504,551.3150686,4097.261221,2564.826903,2146.358384,7614.606256,1169.016412
7.959548963,215,1731.024253,2103.764577,2548.820886,2301.714181,8114.910002,2008.348281
9.021847804,150,560.4924016,4277.756735,3048.444584,2567.242607,8340.32344,1166.650698
5.732990316,1473,3854.593906,7419.089018,1694.015527,5314.453709,8523.649653,4537.409979
9.142412129,188,506.0560461,4223.275341,3061.24636,2512.719302,8305.083723,1112.395041
7.282089603,443,1582.596808,2230.538619,2642.324675,2496.065473,8257.81966,1925.060721
9.792497504,195,254.3229503,3904.629172,2861.741763,2043.370498,7763.56748,895.8660462
12.8601998,240,319.2059163,2394.686679,1440.440044,2176.653181,4018.987914,138.8230715
4.717624161,877,5416.203491,8781.068699,2612.043165,6628.274422,8553.363045,6077.569792
8.164284767,233,1697.519863,2276.151139,2665.425009,1799.052582,7828.142918,1240.590501
9.893797495,112,1065.086206,1949.826135,2306.053682,2208.993219,7723.588879,1478.245521
8.284284424,418,688.6694236,519.5268742,958.2889932,714.5765375,6700.779607,735.1773441
8.777761761,277,1447.901415,1177.511832,1736.806904,1680.209501,1652.191343,3102.921218
8.662975348,156,1596.605533,3350.204921,3806.506759,3592.295388,9570.754622,3172.407119
10.29706872,363,391.9317563,522.434695,259.0364817,448.6266583,5904.607731,353.3124802
8.324020331,530,1115.301662,1368.757736,1673.255338,1136.127616,6778.474918,763.4967516
9.216129918,350,767.8497963,2271.838232,2210.585998,800.8120078,5383.071978,939.8829786
6.681910037,510,1630.553909,2292.459702,2703.122042,2558.008158,8306.631194,1979.831576
7.55541718,151,1999.081889,1859.088077,2309.509009,2067.85302,7948.84016,2047.338948
10.38335763,160,235.635372,3776.922151,4199.019701,3220.878703,9372.570112,1919.58284
12.28219222,120,227.5910107,1392.56627,1572.089792,1588.986413,6649.132548,652.3766751
8.455299102,270,1475.634858,2116.469738,2527.072364,2382.030599,8149.057171,1811.458089
7.947189824,280,1547.561774,2328.664688,2717.851103,2593.303324,8212.977563,1937.953427
8.172423948,106,1073.848711,892.2619909,1345.510652,1111.382939,7097.31046,1119.828896
9.160877973,372,466.2053176,3480.304464,3897.808781,2920.527785,9063.170023,1678.197242
9.731534228,120,693.5126817,3654.472082,3760.399222,2251.216281,8372.833755,679.3361472
5.001229421,600,6211.064768,8882.458412,3195.883711,7210.041844,8253.560198,6843.944534
8.993163607,264,1822.38016,3560.066466,588.0670977,3194.228992,4072.494706,1584.713163
12.13894732,365,533.9619236,1016.61825,342.3293828,724.9964638,5369.169971,719.0651779
5.894861816,509,1764.825522,1142.591249,1778.980255,1558.34873,1978.400995,2785.648823
8.343594471,180,1046.999812,1684.793472,2082.924992,1949.900732,7706.762778,1358.11971
8.877780106,272,283.7048522,2376.545343,2488.896938,227.3530561,6277.866022,158.2517915
